r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,Q
0.14,0.106,0.118,0.125,0.028,0.113,0.012,0.027,0.155,0.123,0.053,0,0,0,0,0,0,0,0,0,381.2694887
0.063,0.031,0.042,0.139,0.033,0.076,0.145,0.145,0.088,0.136,0.102,0,0,0,0,0,0,0,0,0,631.8859345
0.188,0.053,0.035,0.074,0.136,0.007,0.019,0.119,0.182,0.127,0.06,0,0,0,0,0,0,0,0,0,316.4657433
0.145,0.161,0.081,0.017,0.034,0.04,0.098,0.127,0.011,0.122,0.164,0,0,0,0,0,0,0,0,0,372.9587979
0.033,0.131,0.077,0.146,0.034,0.098,0.143,0.142,0.071,0.041,0.084,0,0,0,0,0,0,0,0,0,950.1520188
0.129,0.054,0.049,0.035,0.1,0.139,0.048,0.079,0.13,0.105,0.132,0,0,0,0,0,0,0,0,0,401.6647299
0.118,0.026,0.12,0.061,0.164,0.018,0.152,0.042,0.113,0.1,0.086,0,0,0,0,0,0,0,0,0,424.8628295
0.048,0.062,0.121,0.085,0.032,0.149,0.163,0.117,0.078,0.079,0.066,0,0,0,0,0,0,0,0,0,749.9849277
0.106,0.1,0.019,0.146,0.11,0.004,0.133,0.12,0.078,0.061,0.123,0,0,0,0,0,0,0,0,0,454.6300091
0.134,0.008,0.11,0.106,0.06,0.154,0.115,0.136,0.016,0.021,0.14,0,0,0,0,0,0,0,0,0,392.0315681
0.073,0.033,0.017,0.128,0.078,0.121,0.072,0.021,0.199,0.116,0.142,0,0,0,0,0,0,0,0,0,575.7385458
0.115,0.101,0.075,0.096,0.141,0.122,0.105,0.118,0.063,0.057,0.007,0,0,0,0,0,0,0,0,0,431.6830766
0.009,0.079,0.152,0.035,0.193,0.087,0.072,0.108,0.024,0.134,0.107,0,0,0,0,0,0,0,0,0,2164.527
0.053,0.072,0.113,0.136,0.133,0.039,0.062,0.147,0.089,0.059,0.097,0,0,0,0,0,0,0,0,0,704.3184389
0.073,0.055,0.1,0.149,0.039,0.068,0.052,0.138,0.117,0.14,0.069,0,0,0,0,0,0,0,0,0,575.5001752
0.143,0.023,0.09,0.064,0.095,0.121,0.163,0.084,0.123,0.048,0.046,0,0,0,0,0,0,0,0,0,376.2505848
0.108,0.014,0.066,0.118,0.049,0.074,0.122,0.089,0.132,0.063,0.165,0,0,0,0,0,0,0,0,0,449.4331702
0.116,0.101,0.059,0.048,0.124,0.181,0.008,0.093,0.06,0.034,0.176,0,0,0,0,0,0,0,0,0,429.4416299
0.041,0.14,0.025,0.112,0.099,0.179,0.079,0.021,0.185,0.081,0.038,0,0,0,0,0,0,0,0,0,828.3953545
0.135,0.16,0.148,0.141,0.129,0.016,0.112,0.098,0.02,0.01,0.031,0,0,0,0,0,0,0,0,0,389.9606352
0.156,0.12,0.098,0.043,0.134,0.124,0.129,0.092,0.026,0.043,0.035,0,0,0,0,0,0,0,0,0,355.9917798
0.07,0.15,0.074,0.11,0.114,0.055,0.12,0.011,0.124,0.078,0.094,0,0,0,0,0,0,0,0,0,590.7059729
0.016,0.094,0.113,0.089,0.066,0.015,0.13,0.14,0.128,0.128,0.081,0,0,0,0,0,0,0,0,0,1504.265592
0.037,0.134,0.041,0.119,0.103,0.127,0.021,0.065,0.024,0.164,0.165,0,0,0,0,0,0,0,0,0,884.2462214
0.01,0.135,0.102,0.043,0.08,0.13,0.016,0.046,0.15,0.144,0.144,0,0,0,0,0,0,0,0,0,2026.618701
0.097,0.006,0.178,0.027,0.111,0.16,0.083,0.029,0.008,0.173,0.128,0,0,0,0,0,0,0,0,0,480.8919747
0.078,0.051,0.105,0.243,0.064,0.02,0.079,0.168,0.061,0.042,0.089,0,0,0,0,0,0,0,0,0,551.703454
0.152,0.043,0.072,0.187,0.061,0.064,0.116,0.022,0.156,0.116,0.011,0,0,0,0,0,0,0,0,0,361.9726159
0.02,0.071,0.141,0.083,0.085,0.139,0.01,0.14,0.133,0.008,0.17,0,0,0,0,0,0,0,0,0,1305.343458
0.125,0.171,0.13,0.096,0.009,0.009,0.121,0.143,0.126,0.049,0.021,0,0,0,0,0,0,0,0,0,409.5146128
0.097,0.082,0.065,0.033,0.069,0.048,0.187,0.098,0.046,0.081,0.194,0,0,0,0,0,0,0,0,0,480.97064
0.127,0.136,0.056,0.188,0.031,0.082,0.169,0.01,0.076,0.107,0.018,0,0,0,0,0,0,0,0,0,405.4332537
0.043,0.146,0.146,0.135,0.081,0.032,0.023,0.05,0.143,0.083,0.118,0,0,0,0,0,0,0,0,0,803.6152682
0.087,0.063,0.16,0.078,0.015,0.018,0.088,0.13,0.15,0.13,0.081,0,0,0,0,0,0,0,0,0,515.1307954
0.033,0.008,0.144,0.163,0.114,0.151,0.089,0.04,0.035,0.085,0.138,0,0,0,0,0,0,0,0,0,950.462675
0.021,0.124,0.063,0.125,0.016,0.201,0.092,0.079,0.097,0.122,0.06,0,0,0,0,0,0,0,0,0,1265.334067
0.017,0.02,0.164,0.135,0.058,0.045,0.159,0.118,0.087,0.142,0.055,0,0,0,0,0,0,0,0,0,1447.369771
0.168,0.112,0.06,0.061,0.143,0.145,0.113,0.008,0.01,0.107,0.073,0,0,0,0,0,0,0,0,0,339.7179643
0.121,0.083,0.066,0.083,0.118,0.036,0.148,0.105,0.095,0.028,0.117,0,0,0,0,0,0,0,0,0,418.141366
0.063,0.036,0.114,0.13,0.129,0.018,0.1,0.126,0.094,0.096,0.094,0,0,0,0,0,0,0,0,0,631.6001586
0.154,0.042,0.007,0.156,0.077,0.011,0.106,0.149,0.133,0.025,0.14,0,0,0,0,0,0,0,0,0,359.07083
0.138,0.101,0.103,0.179,0.099,0.068,0.069,0.133,0.011,0.041,0.058,0,0,0,0,0,0,0,0,0,384.6679391
0.06,0.027,0.143,0.155,0.067,0.043,0.043,0.097,0.128,0.106,0.131,0,0,0,0,0,0,0,0,0,651.4341279
0.014,0.091,0.038,0.112,0.137,0.023,0.095,0.136,0.116,0.141,0.097,0,0,0,0,0,0,0,0,0,1637.855407
0.133,0.12,0.06,0.137,0.06,0.047,0.066,0.157,0.03,0.04,0.15,0,0,0,0,0,0,0,0,0,393.847241
0.01,0.025,0.196,0.017,0.107,0.095,0.021,0.011,0.154,0.174,0.19,0,0,0,0,0,0,0,0,0,2029.371094
0.061,0.02,0.057,0.19,0.184,0.07,0.011,0.095,0.165,0.12,0.027,0,0,0,0,0,0,0,0,0,644.6052921
0.065,0.1,0.111,0.128,0.195,0.094,0.034,0.037,0.066,0.142,0.028,0,0,0,0,0,0,0,0,0,618.9206588
0.103,0.075,0.097,0.074,0.084,0.126,0.079,0.043,0.105,0.165,0.049,0,0,0,0,0,0,0,0,0,462.9595941
0.054,0.143,0.113,0.102,0.141,0.158,0.158,0.023,0.027,0.044,0.037,0,0,0,0,0,0,0,0,0,695.5742949
0.145,0.11,0.099,0.117,0.042,0.055,0.124,0.152,0.023,0.01,0.123,0,0,0,0,0,0,0,0,0,372.8824399
0.101,0.075,0.099,0.051,0.031,0.087,0.136,0.169,0.099,0.039,0.113,0,0,0,0,0,0,0,0,0,468.7689531
0.05,0.092,0.17,0.111,0.13,0.067,0.08,0.181,0.078,0.011,0.03,0,0,0,0,0,0,0,0,0,730.3743041
0.112,0.042,0.045,0.132,0.168,0.062,0.113,0.078,0.056,0.147,0.045,0,0,0,0,0,0,0,0,0,439.0907839
0.189,0.033,0.059,0.093,0.02,0.053,0.064,0.06,0.185,0.199,0.045,0,0,0,0,0,0,0,0,0,315.4294776
0.014,0.13,0.157,0.137,0.122,0.135,0.08,0.039,0.046,0.112,0.028,0,0,0,0,0,0,0,0,0,1633.144094
0.081,0.067,0.083,0.086,0.114,0.013,0.061,0.085,0.069,0.12,0.221,0,0,0,0,0,0,0,0,0,539.0081438
0.169,0.057,0.134,0.112,0.043,0.148,0.078,0.024,0.046,0.166,0.023,0,0,0,0,0,0,0,0,0,338.4603659
0.142,0.131,0.014,0.146,0.118,0.117,0.042,0.089,0.067,0.061,0.073,0,0,0,0,0,0,0,0,0,377.8400497
0.064,0.092,0.148,0.12,0.086,0.156,0.091,0.066,0.012,0.097,0.068,0,0,0,0,0,0,0,0,0,625.0012488
0.017,0.158,0.086,0.059,0.139,0.128,0.154,0.027,0.077,0.119,0.036,0,0,0,0,0,0,0,0,0,1445.510222
0.071,0.126,0.133,0.01,0.112,0.066,0.12,0.078,0.118,0.041,0.125,0,0,0,0,0,0,0,0,0,585.5210711
0.073,0.092,0.009,0.153,0.008,0.094,0.086,0.16,0.12,0.156,0.049,0,0,0,0,0,0,0,0,0,575.5887771
0.044,0.109,0.037,0.049,0.124,0.021,0.112,0.142,0.097,0.116,0.149,0,0,0,0,0,0,0,0,0,792.8161624
0.185,0.078,0.013,0.056,0.021,0.148,0.068,0.121,0.16,0.006,0.144,0,0,0,0,0,0,0,0,0,319.7052761
0.224,0.1,0.025,0.178,0.041,0.083,0.043,0.034,0.013,0.076,0.183,0,0,0,0,0,0,0,0,0,283.1318107
0.062,0.054,0.091,0.149,0.083,0.093,0.081,0.097,0.119,0.116,0.055,0,0,0,0,0,0,0,0,0,637.9813171
0.041,0.137,0.028,0.138,0.126,0.11,0.115,0.147,0.09,0.027,0.041,0,0,0,0,0,0,0,0,0,828.1919623
0.052,0.198,0.083,0.008,0.09,0.155,0.012,0.063,0.052,0.176,0.111,0,0,0,0,0,0,0,0,0,712.8510372
0.087,0.005,0.181,0.112,0.023,0.064,0.054,0.047,0.143,0.119,0.165,0,0,0,0,0,0,0,0,0,515.1848465
0.056,0.089,0.022,0.057,0.174,0.146,0.029,0.173,0.07,0.077,0.107,0,0,0,0,0,0,0,0,0,680.4699364
0.119,0.082,0.134,0.096,0.054,0.139,0.135,0.155,0.067,0.004,0.015,0,0,0,0,0,0,0,0,0,422.4460187
0.056,0.08,0.123,0.039,0.156,0.115,0.016,0.112,0.166,0.091,0.046,0,0,0,0,0,0,0,0,0,680.3156806
0.112,0.145,0.115,0.052,0.023,0.131,0.049,0.092,0.094,0.126,0.061,0,0,0,0,0,0,0,0,0,439.0204805
0.135,0.017,0.1,0.112,0.114,0.118,0.119,0.1,0.031,0.139,0.015,0,0,0,0,0,0,0,0,0,390.1728646
0.094,0.184,0.06,0.047,0.018,0.131,0.114,0.1,0.036,0.086,0.13,0,0,0,0,0,0,0,0,0,490.4129591
0.108,0.036,0.246,0.111,0.088,0.01,0.018,0.134,0.052,0.161,0.036,0,0,0,0,0,0,0,0,0,449.1916491
0.035,0.143,0.079,0.053,0.07,0.109,0.078,0.154,0.125,0.118,0.036,0,0,0,0,0,0,0,0,0,915.7655612
0.043,0.18,0.059,0.106,0.171,0.102,0.026,0.046,0.016,0.122,0.129,0,0,0,0,0,0,0,0,0,803.5539649
0.082,0.007,0.14,0.018,0.125,0.03,0.099,0.107,0.124,0.103,0.165,0,0,0,0,0,0,0,0,0,534.9110413
0.155,0.04,0.059,0.035,0.163,0.154,0.097,0.113,0.04,0.077,0.067,0,0,0,0,0,0,0,0,0,357.5473333
0.005,0.06,0.061,0.156,0.146,0.044,0.151,0.064,0.143,0.139,0.031,0,0,0,0,0,0,0,0,0,3143.293949
0.116,0.012,0.117,0.132,0.184,0.098,0.042,0.019,0.098,0.121,0.061,0,0,0,0,0,0,0,0,0,429.4164008
0.154,0.13,0.044,0.07,0.021,0.088,0.12,0.036,0.122,0.094,0.121,0,0,0,0,0,0,0,0,0,359.0252885
0.158,0.168,0.004,0.053,0.051,0.093,0.016,0.053,0.107,0.135,0.162,0,0,0,0,0,0,0,0,0,353.2695993
0.141,0.048,0.083,0.088,0.122,0.041,0.112,0.152,0.03,0.062,0.121,0,0,0,0,0,0,0,0,0,379.6133857
0.04,0.139,0.14,0.109,0.093,0.091,0.087,0.13,0.108,0.036,0.027,0,0,0,0,0,0,0,0,0,840.9528493
0.143,0.094,0.08,0.022,0.129,0.129,0.132,0.023,0.103,0.124,0.021,0,0,0,0,0,0,0,0,0,376.2126657
0.062,0.118,0.083,0.057,0.064,0.065,0.094,0.085,0.109,0.137,0.126,0,0,0,0,0,0,0,0,0,638.0959466
0.047,0.029,0.055,0.081,0.22,0.05,0.056,0.14,0.22,0.03,0.072,0,0,0,0,0,0,0,0,0,760.3103934
0.067,0.029,0.123,0.035,0.137,0.161,0.171,0.092,0.124,0.032,0.029,0,0,0,0,0,0,0,0,0,607.4266334
0.015,0.019,0.027,0.224,0.012,0.116,0.07,0.23,0.03,0.059,0.198,0,0,0,0,0,0,0,0,0,1568.710187
0.111,0.121,0.169,0.079,0.034,0.157,0.155,0.11,0.005,0.031,0.028,0,0,0,0,0,0,0,0,0,441.3650001
0.05,0.179,0.058,0.08,0.069,0.024,0.088,0.213,0.117,0.086,0.036,0,0,0,0,0,0,0,0,0,730.7272826
0.086,0.103,0.095,0.038,0.119,0.121,0.094,0.091,0.087,0.106,0.06,0,0,0,0,0,0,0,0,0,518.7801955
0.071,0.124,0.085,0.107,0.052,0.079,0.033,0.048,0.127,0.135,0.139,0,0,0,0,0,0,0,0,0,585.643437
0.141,0.143,0.142,0.019,0.116,0.055,0.11,0.019,0.207,0.032,0.016,0,0,0,0,0,0,0,0,0,379.5028691
0.2,0.021,0.05,0.049,0.025,0.151,0.095,0.121,0.028,0.095,0.165,0,0,0,0,0,0,0,0,0,304.310803
0.012,0.139,0.078,0.104,0.122,0.112,0.119,0.078,0.09,0.051,0.095,0,0,0,0,0,0,0,0,0,1802.611771
0.144,0.065,0.06,0.054,0.144,0.053,0.142,0.089,0.066,0.117,0.066,0,0,0,0,0,0,0,0,0,374.6012518
0.007,0.092,0.196,0.017,0.235,0.156,0.012,0.066,0.104,0.101,0.014,0,0,0,0,0,0,0,0,0,2533.073738
0.115,0.094,0.084,0.029,0.094,0.038,0.107,0.104,0.014,0.195,0.126,0,0,0,0,0,0,0,0,0,431.8846733
0.039,0.118,0.14,0.039,0.169,0.052,0.102,0.192,0.009,0.011,0.129,0,0,0,0,0,0,0,0,0,854.7847487
0.009,0.081,0.187,0.162,0.031,0.027,0.097,0.127,0.146,0.11,0.023,0,0,0,0,0,0,0,0,0,2163.16871
0.085,0.035,0.026,0.046,0.179,0.154,0.099,0.184,0.02,0.151,0.021,0,0,0,0,0,0,0,0,0,522.7863989
0.101,0.086,0.073,0.082,0.008,0.123,0.126,0.036,0.112,0.112,0.141,0,0,0,0,0,0,0,0,0,468.8023103
0.007,0.102,0.078,0.109,0.158,0.156,0.026,0.013,0.11,0.085,0.156,0,0,0,0,0,0,0,0,0,2538.179744
0.147,0.055,0.07,0.068,0.078,0.107,0.1,0.103,0.11,0.098,0.064,0,0,0,0,0,0,0,0,0,369.758908
0.056,0.05,0.084,0.128,0.065,0.124,0.16,0.146,0.11,0.07,0.007,0,0,0,0,0,0,0,0,0,680.3235894
0.043,0.017,0.082,0.038,0.105,0.104,0.088,0.157,0.121,0.079,0.166,0,0,0,0,0,0,0,0,0,804.72033
0.019,0.156,0.171,0.011,0.143,0.033,0.072,0.129,0.047,0.054,0.165,0,0,0,0,0,0,0,0,0,1347.411916
0.042,0.085,0.107,0.028,0.104,0.059,0.13,0.141,0.123,0.013,0.168,0,0,0,0,0,0,0,0,0,816.2689353
0.057,0.109,0.151,0.02,0.068,0.18,0.087,0.144,0.009,0.121,0.054,0,0,0,0,0,0,0,0,0,672.6038712
0.13,0.046,0.102,0.143,0.158,0.027,0.076,0.047,0.02,0.109,0.142,0,0,0,0,0,0,0,0,0,399.5821529
0.135,0.102,0.105,0.142,0.106,0.049,0.086,0.047,0.049,0.043,0.136,0,0,0,0,0,0,0,0,0,390.0993102
0.082,0.067,0.052,0.081,0.147,0.138,0.129,0.075,0.018,0.132,0.079,0,0,0,0,0,0,0,0,0,534.6819456
0.042,0.048,0.08,0.204,0.108,0.186,0.045,0.037,0.186,0.025,0.039,0,0,0,0,0,0,0,0,0,815.7614582
0.151,0.004,0.012,0.066,0.14,0.094,0.117,0.117,0.071,0.158,0.07,0,0,0,0,0,0,0,0,0,363.6124879
0.102,0.082,0.109,0.099,0.093,0.011,0.12,0.087,0.127,0.033,0.137,0,0,0,0,0,0,0,0,0,465.7941096
0.136,0.041,0.093,0.159,0.126,0.18,0.012,0.104,0.068,0.049,0.032,0,0,0,0,0,0,0,0,0,388.2821454
0.029,0.037,0.196,0.104,0.154,0.097,0.07,0.069,0.154,0.022,0.068,0,0,0,0,0,0,0,0,0,1030.99793
0.124,0.166,0.055,0.076,0.053,0.101,0.082,0.086,0.03,0.195,0.032,0,0,0,0,0,0,0,0,0,411.6741407
0.171,0.083,0.037,0.014,0.162,0.029,0.026,0.068,0.109,0.125,0.176,0,0,0,0,0,0,0,0,0,336.0583179
0.08,0.092,0.077,0.038,0.186,0.168,0.047,0.177,0.086,0.008,0.041,0,0,0,0,0,0,0,0,0,542.9415061
0.069,0.182,0.06,0.141,0.048,0.08,0.144,0.04,0.141,0.078,0.017,0,0,0,0,0,0,0,0,0,595.9960949
0.126,0.111,0.1,0.013,0.115,0.143,0.104,0.062,0.01,0.102,0.114,0,0,0,0,0,0,0,0,0,407.5404215
0.094,0.07,0.084,0.139,0.089,0.081,0.05,0.057,0.138,0.1,0.098,0,0,0,0,0,0,0,0,0,490.4797358
0.15,0.059,0.046,0.072,0.108,0.028,0.142,0.089,0.032,0.159,0.115,0,0,0,0,0,0,0,0,0,365.098101
0.13,0.08,0.057,0.116,0.126,0.136,0.084,0.038,0.125,0.086,0.022,0,0,0,0,0,0,0,0,0,399.5543972
0.019,0.098,0.126,0.159,0.031,0.1,0.036,0.128,0.083,0.062,0.158,0,0,0,0,0,0,0,0,0,1348.0774
0.112,0.114,0.036,0.135,0.111,0.046,0.035,0.147,0.029,0.114,0.121,0,0,0,0,0,0,0,0,0,439.0666773
0.173,0.076,0.168,0.11,0.119,0.069,0.032,0.095,0.086,0.067,0.005,0,0,0,0,0,0,0,0,0,333.4294814
0.028,0.101,0.212,0.167,0.077,0.09,0.135,0.028,0.014,0.122,0.026,0,0,0,0,0,0,0,0,0,1053.33512
0.119,0.14,0.119,0.054,0.043,0.024,0.126,0.101,0.127,0.102,0.045,0,0,0,0,0,0,0,0,0,422.5254886
0.047,0.063,0.038,0.02,0.132,0.102,0.107,0.152,0.044,0.123,0.172,0,0,0,0,0,0,0,0,0,760.5968121
0.114,0.04,0.027,0.14,0.004,0.097,0.094,0.123,0.139,0.136,0.086,0,0,0,0,0,0,0,0,0,434.3419468
0.155,0.015,0.072,0.101,0.141,0.113,0.104,0.048,0.134,0.078,0.039,0,0,0,0,0,0,0,0,0,357.5473333
0.015,0.106,0.179,0.031,0.169,0.085,0.02,0.082,0.188,0.043,0.082,0,0,0,0,0,0,0,0,0,1565.160522
0.144,0.102,0.036,0.145,0.091,0.115,0.075,0.065,0.122,0.04,0.065,0,0,0,0,0,0,0,0,0,374.530644
0.106,0.141,0.126,0.071,0.058,0.095,0.018,0.066,0.051,0.112,0.156,0,0,0,0,0,0,0,0,0,454.5621666
0.12,0.061,0.066,0.045,0.083,0.168,0.168,0.027,0.06,0.108,0.094,0,0,0,0,0,0,0,0,0,420.3789724
0.085,0.081,0.05,0.112,0.105,0.019,0.075,0.125,0.092,0.132,0.124,0,0,0,0,0,0,0,0,0,522.7863989
0.144,0.129,0.059,0.141,0.077,0.054,0.076,0.041,0.07,0.07,0.139,0,0,0,0,0,0,0,0,0,374.5337815
0.135,0.082,0.017,0.068,0.173,0.126,0.094,0.15,0.136,0.013,0.006,0,0,0,0,0,0,0,0,0,390.1528016
0.111,0.053,0.108,0.143,0.15,0.144,0.043,0.026,0.062,0.139,0.021,0,0,0,0,0,0,0,0,0,441.4723359
0.142,0.088,0.063,0.129,0.132,0.069,0.057,0.082,0.152,0.035,0.051,0,0,0,0,0,0,0,0,0,377.8575488
0.079,0.163,0.077,0.069,0.022,0.198,0.01,0.174,0.016,0.067,0.125,0,0,0,0,0,0,0,0,0,547.292297
0.094,0.099,0.104,0.116,0.069,0.106,0.102,0.119,0.039,0.058,0.094,0,0,0,0,0,0,0,0,0,490.3676567
0.141,0.06,0.031,0.12,0.099,0.005,0.164,0.105,0.087,0.151,0.037,0,0,0,0,0,0,0,0,0,379.647034
0.093,0.052,0.133,0.075,0.133,0.119,0.032,0.088,0.124,0.129,0.022,0,0,0,0,0,0,0,0,0,493.7617746
0.059,0.059,0.103,0.027,0.068,0.083,0.176,0.015,0.079,0.141,0.19,0,0,0,0,0,0,0,0,0,658.6227227
0.11,0.156,0.043,0.088,0.072,0.026,0.054,0.046,0.122,0.144,0.139,0,0,0,0,0,0,0,0,0,444.1365248
0.087,0.111,0.061,0.107,0.076,0.172,0.004,0.113,0.03,0.149,0.09,0,0,0,0,0,0,0,0,0,515.0175821
0.221,0.055,0.064,0.034,0.104,0.057,0.14,0.009,0.124,0.024,0.168,0,0,0,0,0,0,0,0,0,285.599456
0.09,0.116,0.023,0.004,0.015,0.086,0.141,0.124,0.166,0.086,0.149,0,0,0,0,0,0,0,0,0,504.3802449
0.016,0.047,0.147,0.142,0.09,0.099,0.058,0.142,0.088,0.139,0.032,0,0,0,0,0,0,0,0,0,1503.278847
0.068,0.133,0.16,0.079,0.159,0.049,0.019,0.14,0.045,0.026,0.122,0,0,0,0,0,0,0,0,0,601.4798911
0.021,0.101,0.037,0.159,0.012,0.157,0.064,0.118,0.154,0.033,0.144,0,0,0,0,0,0,0,0,0,1265.990085
0.078,0.133,0.034,0.061,0.078,0.087,0.115,0.109,0.06,0.127,0.118,0,0,0,0,0,0,0,0,0,551.9009499
0.145,0.058,0.126,0.117,0.06,0.07,0.143,0.028,0.072,0.121,0.06,0,0,0,0,0,0,0,0,0,372.915161
0.078,0.14,0.093,0.102,0.137,0.022,0.023,0.115,0.066,0.093,0.131,0,0,0,0,0,0,0,0,0,551.7206219
0.13,0.017,0.053,0.044,0.148,0.02,0.153,0.036,0.122,0.153,0.124,0,0,0,0,0,0,0,0,0,399.7522677
0.145,0.032,0.183,0.032,0.115,0.136,0.16,0.019,0.108,0.009,0.061,0,0,0,0,0,0,0,0,0,372.877766
0.091,0.16,0.077,0.181,0.013,0.069,0.135,0.017,0.135,0.095,0.027,0,0,0,0,0,0,0,0,0,500.443636
0.085,0.032,0.146,0.151,0.139,0.11,0.144,0.039,0.027,0.118,0.009,0,0,0,0,0,0,0,0,0,522.4890263
0.026,0.023,0.009,0.135,0.071,0.157,0.099,0.096,0.139,0.141,0.104,0,0,0,0,0,0,0,0,0,1106.872268
0.1,0.059,0.064,0.095,0.018,0.158,0.048,0.007,0.21,0.146,0.095,0,0,0,0,0,0,0,0,0,471.8161454
0.025,0.139,0.023,0.07,0.027,0.131,0.098,0.152,0.139,0.086,0.11,0,0,0,0,0,0,0,0,0,1133.852445
0.016,0.112,0.077,0.105,0.109,0.104,0.102,0.098,0.095,0.057,0.125,0,0,0,0,0,0,0,0,0,1503.252196
0.012,0.021,0.104,0.131,0.152,0.191,0.076,0.007,0.097,0.155,0.054,0,0,0,0,0,0,0,0,0,1804.739275
0.015,0.052,0.096,0.211,0.112,0.188,0.032,0.189,0.058,0.021,0.026,0,0,0,0,0,0,0,0,0,1564.565754
0.026,0.146,0.087,0.046,0.017,0.095,0.099,0.128,0.118,0.11,0.128,0,0,0,0,0,0,0,0,0,1105.795463
0.041,0.129,0.085,0.072,0.075,0.117,0.131,0.024,0.113,0.087,0.126,0,0,0,0,0,0,0,0,0,828.5292198
0.024,0.131,0.13,0.02,0.137,0.064,0.041,0.177,0.036,0.142,0.098,0,0,0,0,0,0,0,0,0,1162.746363
0.193,0.05,0.136,0.008,0.252,0.136,0.066,0.008,0.054,0.021,0.076,0,0,0,0,0,0,0,0,0,311.129848
0.107,0.058,0.089,0.087,0.065,0.109,0.146,0.115,0.035,0.08,0.109,0,0,0,0,0,0,0,0,0,451.9489045
0.026,0.075,0.011,0.109,0.162,0.117,0.055,0.1,0.106,0.132,0.107,0,0,0,0,0,0,0,0,0,1106.1041
0.032,0.098,0.123,0.162,0.12,0.043,0.127,0.114,0.077,0.042,0.062,0,0,0,0,0,0,0,0,0,968.5520604
0.114,0.072,0.119,0.114,0.011,0.126,0.086,0.086,0.124,0.108,0.04,0,0,0,0,0,0,0,0,0,434.1721092
0.167,0.051,0.031,0.069,0.08,0.1,0.013,0.158,0.149,0.174,0.008,0,0,0,0,0,0,0,0,0,341.1288868
0.132,0.101,0.073,0.111,0.014,0.03,0.129,0.052,0.144,0.061,0.153,0,0,0,0,0,0,0,0,0,395.8017141
0.13,0.097,0.056,0.116,0.052,0.136,0.056,0.148,0.031,0.017,0.161,0,0,0,0,0,0,0,0,0,399.5856232
0.111,0.073,0.033,0.108,0.12,0.045,0.143,0.133,0.07,0.098,0.066,0,0,0,0,0,0,0,0,0,441.5999917
0.113,0.069,0.07,0.128,0.078,0.208,0.013,0.092,0.046,0.112,0.071,0,0,0,0,0,0,0,0,0,436.580527
0.008,0.056,0.03,0.102,0.23,0.113,0.11,0.222,0.042,0.012,0.075,0,0,0,0,0,0,0,0,0,2333.13864
0.139,0.014,0.036,0.141,0.152,0.081,0.026,0.117,0.165,0.105,0.024,0,0,0,0,0,0,0,0,0,383.0917193
0.062,0.089,0.064,0.118,0.156,0.008,0.045,0.137,0.086,0.101,0.134,0,0,0,0,0,0,0,0,0,638.0278804
0.137,0.146,0.117,0.032,0.096,0.115,0.134,0.068,0.031,0.096,0.028,0,0,0,0,0,0,0,0,0,386.4640128
0.165,0.081,0.081,0.049,0.134,0.111,0.075,0.059,0.055,0.059,0.131,0,0,0,0,0,0,0,0,0,343.6544995
0.049,0.07,0.124,0.1,0.043,0.104,0.015,0.15,0.14,0.154,0.051,0,0,0,0,0,0,0,0,0,740.4109947
0.139,0.02,0.127,0.053,0.052,0.227,0.045,0.011,0.135,0.08,0.111,0,0,0,0,0,0,0,0,0,383.0787187
0.034,0.119,0.014,0.189,0.069,0.032,0.208,0.043,0.009,0.131,0.152,0,0,0,0,0,0,0,0,0,932.8290307
0.104,0.053,0.107,0.135,0.028,0.045,0.1,0.025,0.162,0.1,0.141,0,0,0,0,0,0,0,0,0,460.1990937
0.065,0.125,0.143,0.128,0.14,0.041,0.033,0.005,0.131,0.073,0.116,0,0,0,0,0,0,0,0,0,618.93091
0.196,0.149,0.008,0.009,0.11,0.069,0.154,0.013,0.011,0.147,0.134,0,0,0,0,0,0,0,0,0,308.178484
0.087,0.031,0.112,0.105,0.078,0.143,0.047,0.099,0.145,0.118,0.035,0,0,0,0,0,0,0,0,0,515.087048
0.12,0.036,0.092,0.106,0.109,0.03,0.118,0.088,0.057,0.124,0.12,0,0,0,0,0,0,0,0,0,420.3958719
0.19,0.014,0.086,0.113,0.057,0.113,0.108,0.173,0.082,0.033,0.031,0,0,0,0,0,0,0,0,0,314.2939135
0.039,0.093,0.031,0.127,0.173,0.021,0.127,0.21,0.064,0.052,0.063,0,0,0,0,0,0,0,0,0,855.150027
0.165,0.161,0.064,0.01,0.098,0.095,0.044,0.11,0.144,0.066,0.043,0,0,0,0,0,0,0,0,0,343.635297
0.129,0.105,0.124,0.04,0.094,0.126,0.063,0.066,0.118,0.092,0.043,0,0,0,0,0,0,0,0,0,401.50384
0.069,0.166,0.031,0.034,0.056,0.13,0.064,0.124,0.141,0.078,0.107,0,0,0,0,0,0,0,0,0,596.3250805
0.121,0.133,0.025,0.109,0.032,0.146,0.016,0.084,0.082,0.164,0.088,0,0,0,0,0,0,0,0,0,418.1655741
0.108,0.16,0.078,0.051,0.134,0.017,0.058,0.061,0.058,0.109,0.166,0,0,0,0,0,0,0,0,0,449.2499236
0.008,0.107,0.153,0.052,0.14,0.106,0.176,0.048,0.131,0.049,0.03,0,0,0,0,0,0,0,0,0,2329.181639
